"Practise","Cost"
"N81632",54516.86
"M83063",54475.15
"F81016",54456.8200000001
"A86027",54454.35
"K84073",54453.79
"F85701",54436.02
"F83011",54425.45
"Y01756",54425.29
"E85750",54424.73
"G82647",54413.13
"N82101",54359.8599999999
"B81108",54331.9
"J82133",54323.54
"A87615",54312.51
"J82004",54304.61
"B82045",54261.08
"C83024",54225.0700000001
"N83621",54209.27
"M82045",54202.7900000001
"J84003",54175.57
"K82068",54149.77
"C81662",54149.05
"M85170",54070.17
"E83046",54039.81
"F81721",54032.73
"Y02635",54031.01
"B86094",54027.52
"K83019",54022.4
"C84105",53991.82
"J81076",53958.67
"H85021",53922.06
"E87061",53906.97
"H81006",53880.89
"P83017",53843.34
"C84691",53829.38
"G82180",53800.7200000001
"M85052",53795.18
"E85736",53793.44
"J81637",53784.88
"Y00412",53781.71
"P81134",53761.03
"P81197",53755.57
"G82212",53755.12
"E87737",53754.03
"C81046",53751.54
"N81120",53751.13
"A81001",53723.78
"A82058",53710.56
"C87023",53702.96
"L85056",53702.13
"G85030",53700.19
"G82732",53697.02
"N82065",53678.13
"B84612",53662.66
"D81071",53644.05
"N82669",53591.69
"P87020",53568.77
"B81085",53568.62
"F81141",53544.56
"J82182",53539
"B86005",53520.8300000001
"A82654",53516.85
"K84046",53488.03
"G83016",53473.7000000001
"H81658",53459.96
"M82051",53449.05
"M83709",53448.2
"P88019",53439.45
"G84025",53430.24
"A82068",53423.26
"M85035",53422.18
"J82195",53420.94
"E83007",53384.75
"P82029",53349.74
"M91643",53331.21
"F84041",53302.02
"E87682",53294.98
"F84053",53290.04
"M85167",53289.61
"Y02751",53286.84
"E81025",53286.36
"B83002",53257.51
"H81095",53257.1099999999
"Y01719",53254.5
"C84149",53227.82
"P81780",53174.65
"J82180",53140.74
"C82639",53139.5
"M83047",53130.64
"F84021",53129.1500000001
"K82610",53107.45
"G82221",53084.4600000001
"A82071",53077.8
"F82642",53077.42
"H81126",53075.07
"E87026",53068.35
"E84011",53061.92
"G83647",53037.4399999999
"M91614",53008.8199999999
"E82121",52988.34
"G85623",52984.61
"C84704",52970.92
"A81630",52950.16
"H83035",52942.03
"H85683",52940.49
"H81672",52934.03
"N85029",52927.64
"E84083",52918.71
"N81642",52908.69
"M84059",52900.76
"E86618",52893.8
"P81629",52889.31
"M83017",52867.39
"P81186",52866.63
"L81130",52852.24
"F82676",52840.68
"H85063",52830.69
"A82037",52808.86
"E84665",52802.06
"C81118",52790.8
"P87015",52758.9099999999
"N82060",52756.3699999999
"L85619",52750.59
"B82082",52744.21
"L81007",52711.83
"K81080",52709.21
"J83056",52688.8699999999
"F84079",52672.65
"L84055",52663.35
"M83117",52627.31
"F84111",52617.83
"K83601",52616.13
"J81621",52608.43
"M83719",52593.76
"K83065",52567.35
"P81196",52555.5200000001
"F86006",52551.09
"M91641",52534.43
"B82092",52431.14
"P88009",52422.8
"P87028",52417.35
"L83657",52416.19
"A89038",52414.21
"G81096",52409.36
"E84012",52395.4700000001
"F82031",52383.99
"N82033",52374.5499999999
"F84123",52349.13
"D81637",52346.75
"F81730",52330.77
"M85128",52329.3700000001
"F83056",52327.79
"G83628",52316.32
"F81158",52310.42
"C88050",52305
"G82684",52297.84
"A82023",52286.6
"C84678",52260.88
"L81134",52258.7899999999
"N83006",52237.59
"L82043",52230.7700000001
"E81612",52217.54
"D83054",52217.45
"M85176",52214.24
"E84030",52213.96
"D83030",52196.17
"G82158",52174.2900000001
"B85004",52169.03
"C84065",52148.46
"M85024",52135.76
"E81069",52070.7
"G84037",52034.83
"Y00915",52004.87
"P88031",51965.27
"K81651",51955.61
"M83132",51944.86
"M83698",51939.29
"G85097",51932.88
"L83607",51920.45
"E84053",51904.77
"L83098",51891.78
"K81010",51854.76
"B86110",51852.92
"E87024",51839.44
"L81028",51839.0100000001
"M87027",51813.84
"L81020",51808.52
"J82038",51805.33
"P83024",51797.2
"E81617",51783.95
"M81045",51783.21
"N85056",51779.26
"M82055",51749.3
"A89614",51744.69
"G82072",51733.78
"F84620",51715.46
"J83645",51669.86
"H84034",51644.87
"P86023",51628.8399999999
"L84075",51611.14
"E87066",51610.79
"K81097",51604.45
"P92005",51593.19
"P92029",51545.27
"P85605",51531.5499999999
"C83634",51524.61
"H84044",51496.14
"E85046",51489.26
"F82001",51483.78
"C84133",51470.08
"M83130",51459.03
"F86652",51423.86
"D82046",51412.79
"N85054",51401.3
"M85009",51398.05
"G81103",51397.81
"E85004",51396.86
"A83627",51368.2500000001
"F85663",51368.1
"L82037",51358.56
"G85085",51354.0999999999
"L84043",51343.05
"Y01124",51325.7
"M85015",51311.84
"G83046",51288.26
"E81056",51260.6
"E85628",51259.94
"B86023",51235.23
"F81186",51228.75
"N82645",51222.16
"M86040",51204.46
"M82042",51189.11
"N82067",51183.99
"C83626",51172.17
"C83650",51145.12
"M84062",51123.5599999999
"C84115",51118.56
"P82025",51095.66
"C83074",51058.91
"E86026",51057.8
"E84086",51054.41
"F84039",51054.18
"D81624",51045.44
"L84604",51026.73
"E86024",50991.8
"B85606",50959.96
"B82106",50942.92
"H81110",50928.93
"C88075",50928.93
"C88653",50882.92
"Y00446",50869.04
"A83618",50859.61
"G85125",50839.05
"A81008",50835.52
"E85624",50823.13
"B82100",50817.53
"P81176",50808.05
"P82613",50804.17
"C81095",50801.09
"B86625",50798.18
"Y02181",50790.6300000001
"G81064",50790.32
"G82721",50783.12
"G82040",50764.97
"P86608",50749.76
"B81090",50699.3800000001
"F85072",50697.05
"F84681",50695.31
"J81053",50684.37
"E81065",50657.34
"B85622",50622.6
"P85022",50618.7
"N81104",50608.41
"K83618",50597.17
"B85008",50588.6
"H81620",50588.59
"M84064",50588.31
"H84007",50574.41
"P81659",50530.44
"M81007",50520.3899999999
"F82630",50513.31
"C88049",50512.65
"J81064",50477.2
"M85739",50466.73
"C83073",50465.5
"N81074",50458.0399999999
"P81701",50439.09
"G82011",50437.62
"K81056",50411.77
"A83635",50390.08
"E81031",50354.9
"N81097",50319.54
"G84607",50277.05
"C83649",50264.3500000001
"N81006",50262.11
"N82052",50261.98
"N83047",50251.31
"Y02226",50249.62
"E85021",50236.62
"N85640",50225.39
"L82057",50205.23
"M85141",50202.3200000001
"Y00475",50183.08
"D82102",50181.66
"G82234",50180.69
"N81040",50174.0199999999
"K84063",50160.05
"P84056",50159.25
"J83642",50150
"N85037",50130.33
"M81605",50116.68
"K81085",50110.52
"H82068",50109.02
"N82106",50105.43
"H85090",50073.07
"N85046",50034.69
"M92020",50031.94
"M91604",50029.3900000001
"C88084",50026.3599999999
"A83644",50005.78
"N81119",49964.97
"G81649",49953.54
"M81067",49951.22
"D81041",49950.63
"K84079",49936.92
"E86632",49901.33
"A81613",49883.18
"M91640",49878.06
"N81626",49866.01
"H82076",49866.01
"B85033",49860.44
"E86042",49849.4
"F84601",49832.64
"C82611",49791.62
"A82038",49780.39
"L81644",49717.8700000001
"G85132",49702.62
"A83004",49700.25
"P84626",49696.6900000001
"Y00399",49666.67
"P89609",49649.86
"A82629",49639.85
"E81059",49623.21
"J81634",49592.81
"M91006",49580.74
"N83637",49564.82
"A85026",49556.63
"P81214",49527.84
"G85690",49525.1
"G84008",49500.42
"L82024",49487.97
"N84036",49467.54
"M92022",49453.69
"P84026",49449.13
"L81125",49444.55
"P88028",49443
"E81023",49434.09
"M88612",49430.46
"F86087",49418.25
"N81090",49382.09
"P81028",49348.1199999999
"N82655",49280.51
"C87031",49275.72
"Y02344",49269.66
"J82609",49246.96
"L85036",49245.76
"M85146",49245.06
"M85042",49240.24
"A81025",49233.3599999999
"H82087",49232.85
"M91014",49218.76
"G83024",49214.8
"B86675",49204.78
"G83033",49187.85
"G82805",49184.8
"M83623",49149.73
"N83054",49131.85
"F83039",49127
"M83138",49065.47
"G82687",49048.14
"P84066",49019.67
"M83703",48971.84
"F84036",48966.53
"P91627",48959.6000000001
"J82086",48927.9
"M85600",48918.86
"C81634",48912.7099999999
"P86614",48908.91
"N82104",48878.64
"P81634",48803.29
"C83633",48799.71
"A83641",48782.73
"P92634",48782.47
"M84060",48779.7799999999
"J82151",48779.71
"P81797",48767.6
"M81062",48739.23
"H85049",48734.81
"H84025",48711.37
"J83060",48691.2899999999
"M83127",48688.57
"P82652",48688.35
"Y00523",48685.7
"A81611",48679.1799999999
"J81613",48675.38
"G85133",48653.74
"Y01839",48653.42
"A89002",48652.31
"C81116",48626.01
"N83057",48614.2699999999
"P81714",48613.39
"L83088",48578.7
"D81033",48571.16
"C88027",48570.37
"G85721",48548.7800000001
"M84041",48541.7
"M81621",48504.49
"J82020",48452.96
"C84061",48438.8099999999
"C81022",48432.38
"B86086",48413.25
"D81042",48404.86
"A85002",48380.26
"N85616",48372.67
"C84605",48370.34
"C84696",48352.04
"K83621",48327.35
"F84077",48318.43
"G85135",48305.95
"Y02025",48284.61
"D82038",48274.39
"B81081",48263.37
"F81725",48255.49
"P81039",48236.19
"J82640",48235.31
"P88041",48213.18
"M86039",48199.2200000001
"F81069",48188.1799999999
"G83605",48187.69
"A88603",48180.44
"L85040",48156.01
"F85028",48128.06
"E82663",48120.4
"E85030",48113.7
"F86064",48112.44
"C84698",48106.26
"E84084",48096.43
"G84629",48080.74
"B85054",48066.03
"A82014",48062.28
"P89022",48045.56
"C84648",48041.1
"E85693",48038.62
"J82639",47992.4
"P86624",47981.06
"P85025",47955.73
"C85617",47938.35
"M89609",47918.64
"M83722",47916.1
"F81757",47905.73
"E87009",47889.9
"F81219",47881.76
"M89013",47880.81
"G82888",47874.88
"L83608",47863.14
"M83739",47856.16
"H84619",47799.76
"J83636",47754.66
"F85069",47742.32
"P85021",47698.22
"M84038",47687.8400000001
"Y00164",47679.01
"A85620",47674.48
"K83079",47663.33
"L81002",47659.78
"J82115",47639.85
"M82011",47614.33
"J81040",47610.04
"C84142",47608.95
"M83102",47607.26
"L83107",47596.82
"M86046",47587.62
"L84029",47582.29
"B82611",47578.1199999999
"E85052",47577.57
"B82035",47570.4700000001
"G83630",47555.45
"H81111",47548.36
"F81618",47538.8199999999
"F83624",47533.04
"N82671",47525.29
"M83693",47522.9
"P92626",47516.52
"E84074",47499.84
"G85136",47485.68
"N83612",47448.98
"M92041",47426.6400000001
"M85759",47411.97
"H84023",47402.36
"L84068",47385.8
"C86613",47385.01
"D81073",47360.91
"Y00058",47360.15
"E87006",47359.03
"N84038",47317.9
"E86016",47294.97
"E81064",47291.1800000001
"G82658",47269.8
"L83009",47259.92
"N83635",47256.7799999999
"E83045",47238.15
"M86026",47221.16
"M85008",47193.48
"L81106",47190.76
"M86011",47188.89
"M92004",47187.26
"M86035",47186.6
"G83043",47160.45
"H85077",47152.1100000001
"J81646",47150.7499999999
"C82023",47137.67
"C84693",47113
"M84070",47100.69
"B81095",47088.87
"B86673",47060.3
"K83055",47058.44
"C84718",47045.95
"M84016",47017.9700000001
"G85118",47010.26
"N83049",46952.9600000001
"H81128",46952.6399999999
"G85123",46947.54
"E85096",46930.29
"M85136",46850.85
"B81653",46850.25
"M89021",46847.96
"A81065",46840.37
"N83017",46838.27
"C82102",46833.61
"P84064",46831.64
"F84635",46821.29
"E85059",46807.28
"M85007",46768.7
"A81066",46730.94
"F82625",46730.71
"B87604",46703.77
"E87043",46693.32
"H84043",46691.28
"M85706",46670.09
"G81085",46624.91
"M82013",46619.03
"E86033",46595.5
"H82004",46592.63
"P82634",46581.89
"P91019",46575.7
"F81222",46570.2
"A82065",46519.04
"H84005",46513.75
"F81213",46513.26
"E85682",46493.2
"M88633",46484.1
"G85717",46480.5900000001
"C84629",46479.53
"H85682",46477.45
"E83050",46470.19
"M86633",46453.19
"B83026",46443.26
"P92621",46407.04
"E85686",46400.76
"B85638",46385.15
"C81039",46318.8
"P81733",46289.72
"C84117",46277.8400000001
"M88042",46275.85
"N85001",46258.82
"M91029",46252.41
"L81093",46252.32
"C83605",46230.76
"A84015",46212.43
"Y00105",46190.6699999999
"K82603",46162.65
"F84063",46159.42
"A85614",46155.64
"A86028",46147.79
"K83058",46143.63
"P88034",46138.14
"F82005",46135.54
"Y02977",46130.65
"H83050",46112.66
"M83700",46112.03
"B86026",46087.05
"Y02807",46074.69
"M83725",46048.11
"D81005",46042.58
"C82048",46040.07
"K81007",46028.77
"F82015",46017.43
"G82748",45979.8499999999
"M81600",45976.72
"P92020",45976.46
"C83051",45960.8199999999
"A82040",45953.98
"P83010",45937.46
"G81097",45893.94
"F81670",45873.34
"P81736",45848.18
"N83609",45845.73
"E87063",45842.51
"E87754",45822.88
"E87723",45821.29
"D81019",45802.93
"N82109",45713.8
"E86011",45707.08
"K82031",45695.47
"F81691",45678.16
"B82068",45648.07
"F81168",45646.98
"P81171",45644.5
"C82122",45610.85
"M88043",45596.52
"J83603",45593.11
"J81083",45572.68
"B83071",45550.4
"C82052",45519.1
"F84698",45506.24
"P81180",45496.4
"E84601",45488.39
"P81757",45474.18
"F84044",45454.41
"E84062",45416.05
"F81111",45409.58
"Y00080",45408.1999999999
"C81077",45355.7
"D83618",45342.9
"Y00020",45326.98
"Y02987",45314.48
"P81104",45311.33
"B81112",45298.31
"D83082",45293.08
"F84043",45289.24
"L82048",45276.74
"F84702",45272.16
"N85632",45263.8
"F81223",45247.26
"P81742",45221.61
"J82169",45220.07
"H81079",45211.15
"E87046",45200.28
"M91626",45186.93
"L84073",45186.28
"A84040",45167.51
"K83053",45166.53
"P88606",45161.92
"A82062",45145.89
"M83637",45144.79
"P82036",45137.24
"L85003",45113.6
"E87715",45084.67
"M85110",45075.96
"G85695",45075.46
"N83604",44989.99
"N82079",44976.34
"J82198",44966.76
"Y01281",44959.86
"E81061",44947.35
"M92627",44942.61
"M86033",44933.26
"M83143",44916.62
"E87034",44892.98
"A87600",44889.95
"P92024",44874.8
"C88086",44825.81
"K81091",44801.64
"D82629",44794.91
"F86034",44784.87
"H81044",44766.36
"E85699",44750.17
"Y01127",44723.4199999999
"C88643",44722.44
"M85704",44722.01
"F81216",44706.07
"F81633",44696.37
"G82744",44681.19
"J82031",44672.53
"A81629",44662.96
"F86666",44662.07
"H82067",44661.01
"K81087",44656.15
"F86638",44649.27
"F83057",44638.17
"J82206",44634.89
"M85679",44611.15
"G82665",44603.34
"L81669",44577.58
"C83033",44572.72
"L81635",44540.87
"E83028",44538.11
"Y02131",44532.6
"E87637",44505.37
"B86101",44495.19
"M81084",44495.16
"N84605",44480.9
"L83086",44433.2
"G84022",44425.78
"J83054",44419.44
"D83614",44414.55
"F84070",44413.9
"N85617",44391.63
"F81697",44369.83
"J84008",44353.58
"K82042",44329.98
"G85088",44317.14
"B86061",44312.98
"B86074",44292.22
"F81109",44288.03
"E85060",44284.3
"H84031",44278.49
"A83634",44278.22
"F84015",44275.01
"N83611",44263.95
"Y00902",44257.2
"A81038",44255.98
"B81098",44205.79
"F83615",44200.64
"H83631",44195.89
"C83643",44193.14
"G82715",44181.47
"P85621",44167.99
"N84014",44165.1800000001
"A85617",44157.6
"G82229",44085.33
"J82032",44082.27
"M83059",44066.53
"G81676",44034.81
"G81611",44021.91
"P92615",44011.3400000001
"P92031",44010.79
"K81084",44009.61
"E85129",44007.47
"G81680",43992.97
"G85105",43990.19
"J81071",43990.0499999999
"K81636",43986.2700000001
"Y02621",43965.39
"P84005",43961.9
"C84646",43923.4000000001
"M92001",43895.88
"B81686",43890.44
"G82053",43888.42
"L83148",43885.7
"P83609",43881.75
"B81055",43874.54
"M85642",43874.51
"M83715",43857.64
"P88617",43854.24
"F82675",43851.14
"F85642",43809.2
"E85012",43792.68
"M85159",43775.44
"J82005",43770.44
"M87638",43768.87
"A89610",43763.01
"B85612",43761.8799999999
"N84617",43740.76
"Y03587",43724.15
"E83632",43701.25
"F82609",43699.62
"E85024",43690.64
"M83107",43690.2
"J82080",43689.84
"J81035",43666.07
"N84613",43664.62
"M83711",43654.29
"B81631",43648.43
"M88017",43627.65
"C83644",43621.17
"P82640",43615.56
"N82077",43608.46
"M91020",43589.88
"E84617",43588.73
"H84015",43580.6
"C83062",43545.91
"C84114",43540.87
"P87003",43496.17
"F83666",43491.11
"M86001",43488.8099999999
"C84127",43486.61
"C84660",43481.75
"B81057",43480.49
"P81127",43464.86
"F84641",43460.67
"J82213",43446.68
"B83043",43428.88
"F81185",43395.28
"M85174",43389.46
"M86013",43374.34
"P85614",43369.9
"H83010",43360.89
"P92035",43359.79
"N84013",43356.07
"M86038",43335.09
"P92632",43323.6
"C83052",43321.16
"Y02644",43317.4
"K81605",43303.73
"A86033",43298.45
"E85680",43291.39
"E82076",43288.97
"P86602",43279.4
"L83145",43268.03
"C82631",43255.74
"B83614",43209.19
"P87624",43206.47
"M85717",43164.45
"M85139",43148.21
"F81172",43083.99
"P87039",43057.79
"E83013",43046.72
"F81184",43015.35
"M86041",42983.85
"E82057",42980.81
"B86654",42960.7800000001
"Y01165",42945.15
"P81771",42936.24
"M81608",42917.85
"M82031",42897.32
"H85680",42890.93
"K84077",42887
"F81632",42858.68
"H81667",42855.27
"M85154",42838.15
"E85042",42834.19
"A88001",42829.1
"Y01177",42810.94
"P81170",42796.35
"Y01118",42751.36
"F82023",42750.8
"E87010",42709.39
"B83642",42702.09
"Y01068",42661.06
"E85113",42646.26
"P81201",42602.27
"H81101",42601.26
"H82621",42583.68
"H83023",42579.35
"H84051",42571.34
"F86062",42556.33
"K84610",42545.98
"F82002",42497.52
"F81649",42479.36
"P84690",42478.53
"L84080",42461.5200000001
"P85019",42444.24
"N82113",42419.31
"P91605",42404.71
"G85722",42402.77
"M85055",42375
"E87037",42354.44
"J81020",42344.5
"G85727",42337.55
"K82617",42336.67
"Y00918",42301.44
"C84612",42299.5
"C84694",42287.05
"P85029",42283.95
"B86682",42281.62
"F83007",42279.56
"F84080",42279.19
"P84062",42263.21
"N85022",42257.27
"K82070",42254.76
"E83645",42248.85
"F81736",42242.29
"F84621",42233.81
"J81626",42221.64
"F82627",42218.81
"F81700",42191.63
"L85609",42170.87
"H85656",42164.59
"G85026",42145.74
"K82061",42129.04
"N81126",42126.48
"D82100",42114.62
"M87605",42113.21
"Y02736",42112.38
"F85652",42110.24
"E84051",42101.22
"G82754",42096.99
"J82194",42064.65
"J81633",42064.11
"F84716",42035.48
"P83027",42008.63
"F85048",41986.26
"L81112",41969.28
"F86641",41964.14
"B83638",41961.76
"E87756",41954.51
"M92649",41947.12
"N83624",41945.26
"D82106",41923.5899999999
"M82020",41906.34
"D82088",41891.37
"M83631",41876.24
"L85060",41874.23
"F84114",41866.4
"F81645",41855.07
"M81087",41839.92
"L83134",41833.66
"K84026",41828.04
"B81002",41822.76
"D81056",41807.48
"C82112",41802.05
"D81612",41798.16
"F84060",41777.59
"G85716",41749.55
"E85108",41743.27
"L84615",41743.01
"B86666",41725.21
"A89034",41690.94
"F81065",41686.38
"G85706",41675.99
"N82100",41658.02
"M86028",41651.99
"Y03063",41643.55
"P84065",41636.85
"C83021",41628.01
"F85654",41605.18
"E87745",41604.86
"C81090",41593.04
"B83049",41591.96
"M85766",41589.02
"M88024",41584.42
"P81179",41582.53
"E83031",41563.59
"G83635",41539.48
"J82220",41527.42
"G81643",41525.95
"A85013",41484.63
"Y02610",41482.95
"E81626",41474.62
"H85039",41471.1499999999
"C86612",41468.81
"C84146",41467.48
"M85013",41463.47
"N81619",41453.54
"L83125",41453.28
"F86731",41445.2099999999
"P81633",41424.23
"C81658",41421.03
"N83026",41409.54
"H83627",41407.49
"C81604",41400.59
"E86041",41394.59
"J81063",41385.53
"B85640",41382.19
"M84065",41382.08
"N82663",41367.35
"E84026",41336.93
"C88060",41335.47
"E82111",41324.5
"B84623",41317.63
"M86016",41310.89
"G84009",41310.25
"G85042",41288.87
"P91011",41282.9
"P84677",41270.59
"F81003",41265.82
"P83026",41239.1399999999
"H85023",41160.85
"F82604",41157.48
"P81155",41145.6999999999
"Y01957",41118.19
"B81118",41114.86
"P92606",41114.46
"M84616",41109.9600000001
"Y02968",41108.86
"M85179",41076.78
"M83629",41070.05
"J82634",41067.91
"N82093",41040.12
"P81712",41039.3
"P81760",41022.93
"Y03023",41011.86
"B82609",41009.14
"K81065",40983.7300000001
"L81117",40932.61
"N85620",40929.6900000001
"E85064",40922.62
"P86605",40884.02
"F84717",40877.81
"C82614",40842.31
"A83072",40834.7800000001
"L84077",40825.57
"F84091",40820.01
"J81090",40800.38
"J81067",40772.95
"N85619",40735.54
"C85019",40722.67
"F86637",40683.74
"K84022",40678.2
"A82608",40673.8
"N85021",40671.68
"C84135",40651.73
"F84088",40647.46
"Y00726",40616.74
"A81015",40610.33
"F81205",40605.88
"P81181",40605.35
"A81003",40603.83
"B85636",40579.05
"F81092",40568.8199999999
"B87033",40558.16
"L83126",40553.85
"H83021",40550.03
"A82074",40545.07
"C87024",40541.5
"C82650",40524.45
"F83058",40514.76
"G85002",40502.41
"K84056",40425.4
"Y00612",40418.69
"M91033",40382.02
"C84150",40339.79
"F84734",40336.31
"B83032",40331.46
"H84053",40325.91
"C84667",40286.73
"P84055",40280.54
"E84023",40267.66
"G85008",40258.67
"N82665",40246.27
"G85052",40204.7199999999
"L83116",40200.76
"E82641",40199.13
"F86013",40186.5
"H83006",40179.12
"G85715",40165.18
"P86021",40160.44
"L83114",40158.77
"N83605",40157.6100000001
"A85605",40151.91
"H81046",40147.01
"P84676",40146.57
"P89025",40143.23
"B81091",40139.77
"Y03602",40133.14
"L82618",40102.37
"M83639",40096.49
"M84618",40083.75
"L83643",40071.49
"Y02571",40065.33
"F81667",40052.27
"C84103",40052
"C84074",40040.29
"F81200",40037.81
"M84047",40029.89
"L85037",40002.8500000001
"E83613",40002.69
"A83610",39993.43
"A88011",39990.3
"H81086",39974.52
"N85053",39958.8
"J82650",39952.54
"C88647",39913.03
"C84031",39909.15
"F81076",39905.91
"M88623",39878.43
"P83021",39873.86
"B83631",39866.99
"M84609",39865.07
"J82628",39862.32
"B83620",39842.98
"B81606",39832.78
"E87738",39824.77
"F84668",39819.79
"C82627",39777.58
"L83149",39767.92
"N84002",39763.96
"Y02753",39753.64
"F83053",39737.66
"F86707",39731.67
"E82667",39725.99
"G85040",39719.03
"E84003",39677.61
"E85125",39676.99
"J81616",39674.55
"F81684",39671.73
"G82644",39642.97
"E85692",39631.63
"M87034",39628.9
"C88091",39622.53
"G82760",39613.13
"D81037",39600.29
"C84125",39594.3
"H83037",39572.82
"Y02466",39557.83
"F86702",39555.3300000001
"P92646",39555.19
"B85002",39555.03
"C88656",39547.89
"C84624",39515.25
"A84619",39509.2399999999
"B86028",39505.57
"F81669",39494.09
"Y02616",39489.41
"Y02857",39478.95
"E85053",39475.57
"M91637",39474.42
"Y02129",39438.63
"F81088",39437.95
"C82680",39389.85
"E85633",39371.3
"D81619",39370.57
"F82612",39348.77
"B82046",39346.45
"A83632",39337.73
"M83665",39311.87
"F84696",39304.87
"M85105",39303.34
"G85632",39302.88
"J81632",39301.76
"F81198",39285.75
"N82095",39267.46
"N81069",39259.2
"P85601",39240
"M88026",39208.81
"F81165",39190.79
"F81210",39165.05
"M84027",39164.04
"H84060",39150.38
"E85035",39137.13
"F84677",39135.94
"M91624",39124.91
"F83664",39113.49
"C84703",39107.17
"F82025",39096.22
"L81622",39080.64
"F86616",39063.93
"P81732",39058.6
"C83079",39054.82
"D82628",39051.58
"P81722",39051.31
"J81075",39039.1
"B81674",39028.66
"Y02653",38990.91
"P91032",38985.26
"E81076",38963.3200000001
"H85643",38948.91
"Y03418",38948.58
"E85062",38941.35
"K84049",38927.32
"E85696",38920.47
"P87657",38916.72
"E84699",38890.78
"Y02575",38871.15
"N84009",38865.41
"F82650",38817.33
"B82079",38816.75
"P87641",38813.02
"F86692",38812.99
"E86003",38789.72
"D82604",38778.11
"F84642",38775.55
"E87706",38775.06
"K84015",38774.46
"Y02925",38772.59
"P91633",38762.01
"A86020",38761.93
"P81173",38729.89
"P81685",38709.76
"P84683",38708.2
"F81138",38700.56
"H85662",38696.5099999999
"F85688",38674.08
"G82622",38661.2400000001
"M85082",38661.23
"G82726",38644.57
"Y02961",38634.39
"H82027",38632.71
"L81127",38618.92
"E87003",38584.86
"H85092",38570.8
"H84048",38561.99
"L83080",38545.27
"K82608",38544.77
"A89621",38536.77
"F84656",38520.42
"H85022",38503.95
"E85656",38501.42
"G83017",38484.43
"J82619",38471.6
"Y02928",38448.84
"B85059",38440.79
"G82140",38430.29
"E86014",38412.3
"F84730",38406.42
"L85061",38389.61
"K84036",38383.9
"G82751",38381.78
"C82080",38380.12
"K83050",38379.29
"A83043",38370.83
"M92612",38363.19
"P84651",38356.1
"M89024",38352.29
"M92016",38350.09
"F81183",38332.47
"E86626",38327.91
"N84026",38314.59
"M91612",38312.36
"E85723",38310.95
"L83143",38262.59
"B82095",38254.74
"Y00286",38237.62
"A82011",38234.1
"P82624",38233.16
"K84029",38224.83
"M85713",38205.71
"C88044",38198.09
"M88624",38197.52
"N84625",38188.39
"G85705",38187.34
"E85045",38172.94
"F84669",38168.34
"M91018",38161.34
"F81195",38159.04
"L81006",38149.33
"B81645",38137.79
"Y02704",38127.93
"A83617",38110.38
"E85032",38090.65
"M84069",38076.16
"C82099",38069.78
"E82640",38044.51
"H85067",38030.49
"C84710",38021.12
"Y02827",38016.7
"C82085",38010.78
"E83039",37968.29
"Y03049",37958.96
"H83046",37931.78
"F81606",37928.88
"L84060",37885.45
"D82624",37874.5
"A85024",37874.48
"E85119",37859.66
"F86700",37857.4
"L83644",37855.31
"Y02510",37835.49
"E87753",37832.73
"F81103",37813.99
"D81017",37807.53
"P85606",37803.08
"G82711",37774.38
"C84705",37762.41
"P92030",37757.27
"G82139",37753.41
"H84058",37743.38
"F81665",37732.53
"M91036",37729.05
"K84074",37721.12
"E85090",37713.23
"C81653",37707.43
"M92015",37705.54
"G85724",37692.99
"F85044",37685.29
"N82004",37681.2400000001
"H83031",37668.34
"P92607",37666.23
"M84627",37662.87
"B81616",37620.16
"J82177",37607.91
"Y02461",37593.43
"A83055",37592.65
"F83686",37569.42
"F86030",37559.62
"M85064",37555.49
"G85723",37547.76
"F84720",37537.4
"J83615",37519.22
"H83616",37515.77
"G82109",37513.36
"M89001",37505.13
"E83629",37503.65
"F81729",37495.81
"P86017",37488.73
"E87021",37481.23
"H81132",37474.75
"H85634",37471.52
"C85614",37460.81
"E84040",37458.84
"N83056",37453.07
"M88035",37453.01
"L83663",37451.69
"E87733",37441.04
"E83638",37431.99
"M85716",37392.06
"E85038",37345.62
"G82793",37342.83
"H85113",37338.7
"G85673",37336.61
"G83633",37328.62
"J81648",37319.49
"A84027",37313.26
"L85612",37306.01
"B81019",37300.66
"J83627",37290.97
"B86678",37256.6599999999
"J81086",37248.79
"F86657",37248.12
"J81609",37247.49
"C88046",37230.95
"G85048",37230.3
"E84713",37224.13
"M83723",37192.84
"A83060",37161.84
"C82663",37147.53
"H84061",37146.35
"G81636",37123.8
"K81608",37113.95
"P84637",37112.31
"G85087",37070.27
"F83658",37061.46
"E85739",37060.93
"M83669",37059.17
"F84025",37038.57
"G82802",37019.9
"A83061",36996.47
"F84092",36989.29
"F83048",36974.36
"L84063",36954.45
"C81661",36950.6800000001
"M82606",36919.73
"M85722",36905.15
"F82020",36896.65
"H85065",36895.11
"M85783",36894.05
"A83619",36890.71
"M85781",36877.73
"N84027",36871.14
"C87608",36870.81
"E85051",36862.16
"Y02325",36847.17
"G85121",36827.54
"A84045",36819.77
"K82014",36814.46
"N84621",36792.06
"J82630",36775.44
"B82062",36767.49
"G85078",36759.85
"B83025",36749.67
"A82631",36739.32
"A84032",36729.56
"P92620",36725.21
"J82688",36720.43
"P84672",36697.51
"G85137",36683.65
"H85051",36683.61
"M85118",36660.08
"M83033",36655.01
"F81159",36650.6
"A83616",36641.18
"G85119",36623.44
"P83621",36616.66
